,ROW_ID,ORDER_ID,ORDER_DATE,PRIORITY,QUANTITY,SALES,DISCOUNT,MODE,PROFIT,UNIT_PRICE,SHIPPING_COSTS,CUSTOMER_ID,PROVINCE,REGION,SEGMENT,CATEGORY,SUB_CATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,SHIP_DATE,MANAGER,CUSTOMER_NAME,CUSTOMER_TYPE,ORDER_STATUS
197,145,929,10/1/2012,High,21,227.66,0.04,Regular Air,-100.16,10.97,6.5,427,Yukon,The Northern Territories,Corporate,Technology,Computer Peripherals,Micro Innovations 104 Keyboard,Small Box,10/4/2012,,Luke Foster,Type - R,
198,696,4870,8/5/2009,Medium,44,17248.09,0.08,Delivery Truck,2048.63,400.98,42.52,427,Yukon,The Northern Territories,Corporate,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,8/6/2009,,Luke Foster,Type - R,
199,4434,31590,6/5/2010,Critical,27,2854.76,0.06,Regular Air,61.13,111.03,8.64,427,Yukon,The Northern Territories,Corporate,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,6/7/2010,,Luke Foster,Type - R,
200,4433,31590,6/5/2010,Critical,5,43.49,0.06,Regular Air,-21.44,8.33,1.99,427,Yukon,The Northern Territories,Corporate,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Box,6/6/2010,,Luke Foster,Type - R,
201,7162,51107,9/25/2012,Not Specified,36,772.67,0.0,Regular Air,286.87,21.38,2.99,427,Nova Scotia,The Atlantic Provinces,Corporate,Office Supplies,Binders and Binder Accessories,Trimflex Flexible Post Binders,Small Box,9/26/2012,Erin,Luke Foster,Type - R,
202,149,933,8/4/2012,Not Specified,15,80.61,0.02,Regular Air,-4.72,5.28,2.99,10,Nunavut,The Northern Territories,Small Business,Office Supplies,Binders and Binder Accessories,"Wilson Jones 1"" Hanging DublLock® Ring Binders",Small Box,8/4/2012,,Claudia Miner,Type - R,
203,3110,22342,5/29/2009,Low,13,241.706,0.0,Regular Air,-92.96,20.99,3.3,10,Northwest Territories,The Northern Territories,Small Business,Technology,Telephones and Communication,Accessory39,Small Box,6/5/2009,,Claudia Miner,Type - R,
204,4051,28871,4/15/2012,High,10,55.02,0.08,Regular Air,-56.12,5.02,5.14,10,Northwest Territories,The Northern Territories,Small Business,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Box,4/15/2012,,Claudia Miner,Type - R,
205,5277,37541,2/26/2010,Medium,18,1373.11,0.1,Regular Air,-599.54,80.98,35.0,10,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,2/28/2010,,Claudia Miner,Type - R,
206,5276,37541,2/26/2010,Medium,10,550.61,0.08,Express Air,98.32,55.98,13.88,10,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,2/27/2010,,Claudia Miner,Type - R,
207,5275,37541,2/26/2010,Medium,3,71.94,0.01,Regular Air,-70.68,20.95,5.99,10,Northwest Territories,The Northern Territories,Small Business,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,2/28/2010,,Claudia Miner,Type - R,
208,6177,43781,2/2/2010,Not Specified,21,917.39,0.02,Express Air,393.41,40.98,2.99,10,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Small Box,2/3/2010,,Claudia Miner,Type - R,
209,6176,43781,2/2/2010,Not Specified,45,497.14,0.05,Regular Air,240.41,10.94,1.39,10,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Small Box,2/2/2010,,Claudia Miner,Type - R,
210,6984,49921,2/17/2011,Low,1,18.15,0.04,Regular Air,-7.26,12.28,6.13,10,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,2/19/2011,,Claudia Miner,Type - R,
211,6983,49921,2/17/2011,Low,5,756.15,0.06,Delivery Truck,-280.28,145.45,17.85,10,Northwest Territories,The Northern Territories,Small Business,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,2/21/2011,,Claudia Miner,Type - R,
212,158,967,6/20/2012,Medium,48,11278.18,0.01,Delivery Truck,1836.81,227.55,32.48,369,Yukon,The Northern Territories,Consumer,Furniture,Tables,Hon Rectangular Conference Tables,Jumbo Box,6/23/2012,,Maureen Gastineau,Type - U,
213,157,967,6/20/2012,Medium,42,1634.9,0.01,Regular Air,502.42,37.74,2.9,369,Yukon,The Northern Territories,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,Small Box,6/21/2012,,Maureen Gastineau,Type - U,
214,156,967,6/20/2012,Medium,6,90.56,0.03,Regular Air,-37.58,13.99,7.51,369,Yukon,The Northern Territories,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,6/22/2012,,Maureen Gastineau,Type - U,
215,436,2914,3/2/2010,Medium,3,62.88,0.09,Regular Air,-24.74,18.97,9.54,369,Yukon,The Northern Territories,Consumer,Office Supplies,Paper,Xerox 1939,Small Box,3/3/2010,,Maureen Gastineau,Type - U,
216,954,6886,1/19/2012,High,46,8177.07,0.08,Regular Air,2385.3,178.47,19.99,369,Yukon,The Northern Territories,Consumer,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box,1/20/2012,,Maureen Gastineau,Type - U,
217,1103,8101,3/4/2010,Medium,15,485.16,0.1,Regular Air,-9.32,34.58,8.99,369,Yukon,The Northern Territories,Consumer,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Box,3/6/2010,,Maureen Gastineau,Type - U,
218,1102,8101,3/4/2010,Medium,35,3491.71,0.04,Delivery Truck,-1216.64,95.95,74.35,369,Yukon,The Northern Territories,Consumer,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,3/6/2010,,Maureen Gastineau,Type - U,
219,3974,28387,6/29/2012,Not Specified,13,292.95,0.06,Regular Air,60.36,22.84,5.47,369,Yukon,The Northern Territories,Consumer,Office Supplies,Paper,Xerox 1929,Small Box,6/30/2012,,Maureen Gastineau,Type - U,Returned
220,3973,28387,6/29/2012,Not Specified,37,3212.97,0.03,Regular Air,1125.42,83.93,19.99,369,Yukon,The Northern Territories,Consumer,Office Supplies,Envelopes,Airmail Envelopes,Small Box,6/30/2012,,Maureen Gastineau,Type - U,Returned
221,5959,42306,9/14/2012,High,4,36.46,0.1,Regular Air,-7.41,8.69,2.99,369,British Columbia,The West Coast,Consumer,Office Supplies,Binders and Binder Accessories,"Cardinal Slant-D® Ring Binder, Heavy Gauge Vinyl",Small Box,9/16/2012,William,Maureen Gastineau,Type - U,
222,5960,42306,9/14/2012,High,19,773.83,0.06,Regular Air,146.79,40.98,5.33,369,Nova Scotia,The Atlantic Provinces,Consumer,Office Supplies,Appliances,Belkin 8 Outlet Surge Protector,Small Box,9/16/2012,Erin,Maureen Gastineau,Type - U,
223,5961,42306,9/14/2012,High,18,47.4,0.03,Regular Air,-63.03,2.28,5.2,369,Newfoundland,The Atlantic Provinces,Consumer,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Wrap Bag,9/16/2012,Erin,Maureen Gastineau,Type - U,
224,8342,59619,2/13/2010,Not Specified,35,225.4,0.08,Regular Air,-165.48,6.48,8.4,369,Quebec,Central Canada,Consumer,Office Supplies,Paper,Xerox 212,Small Box,2/15/2010,Doug,Maureen Gastineau,Type - U,
225,8343,59619,2/13/2010,Not Specified,12,76.04,0.04,Regular Air,-47.55,5.98,7.15,369,Nova Scotia,The Atlantic Provinces,Consumer,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,2/15/2010,Erin,Maureen Gastineau,Type - U,
226,161,998,11/25/2009,Not Specified,16,248.26,0.07,Regular Air,93.8,15.74,1.39,11,Nunavut,The Northern Territories,Small Business,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Small Box,11/26/2009,,Allen Rosenblatt,Type - T,
227,1544,11137,11/29/2012,High,48,5188.86,0.1,Regular Air,395.12,111.03,8.64,11,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,11/30/2012,,Allen Rosenblatt,Type - T,
228,6319,44708,7/27/2009,Not Specified,15,30.68,0.02,Regular Air,-37.39,1.74,4.08,11,Northwest Territories,The Northern Territories,Small Business,Furniture,Office Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",Small Box,7/28/2009,,Allen Rosenblatt,Type - T,
229,6446,45861,8/25/2011,Medium,39,680.8585,0.05,Regular Air,319.1,20.99,0.99,11,Northwest Territories,The Northern Territories,Small Business,Technology,Telephones and Communication,Accessory21,Wrap Bag,8/25/2011,,Allen Rosenblatt,Type - T,
230,7021,50117,6/3/2011,Critical,17,47.44,0.09,Regular Air,14.49,2.89,0.5,11,Northwest Territories,The Northern Territories,Small Business,Office Supplies,Labels,Avery 498,Small Box,6/5/2011,,Allen Rosenblatt,Type - T,
231,7285,51970,1/11/2012,Not Specified,1,171.71,0.06,Delivery Truck,-343.47,115.99,56.14,11,Northwest Territories,The Northern Territories,Small Business,Technology,Office Machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Jumbo Drum,1/13/2012,,Allen Rosenblatt,Type - T,
232,173,1095,8/21/2011,Medium,28,142.18,0.07,Regular Air,-50.14,4.98,4.72,570,Yukon,The Northern Territories,Consumer,Office Supplies,Paper,Xerox 1949,Small Box,8/23/2011,,Ed Braxton,Type - N,
233,603,4099,8/20/2012,Critical,39,3607.8505,0.05,Regular Air,784.49,110.99,8.99,570,Yukon,The Northern Territories,Consumer,Technology,Telephones and Communication,LX 677,Small Box,8/22/2012,,Ed Braxton,Type - N,
234,602,4099,8/20/2012,Critical,4,47.86,0.0,Regular Air,-17.32,9.48,7.29,570,Yukon,The Northern Territories,Consumer,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Box,8/21/2012,,Ed Braxton,Type - N,
235,601,4099,8/20/2012,Critical,12,122.93,0.04,Regular Air,-6.83,9.78,5.76,570,Yukon,The Northern Territories,Consumer,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,8/23/2012,,Ed Braxton,Type - N,
236,600,4099,8/20/2012,Critical,42,1691.51,0.08,Regular Air,285.16,42.76,6.22,570,Yukon,The Northern Territories,Consumer,Office Supplies,Storage & Organization,"SAFCO Mobile Desk Side File, Wire Frame",Small Box,8/21/2012,,Ed Braxton,Type - N,
237,1726,12418,2/18/2012,Not Specified,38,299.01,0.09,Regular Air,-142.86,7.98,6.5,570,Yukon,The Northern Territories,Home Office,Office Supplies,Storage & Organization,Iris Project Case,Medium Box,2/20/2012,,Ed Braxton,Type - N,
238,1943,13923,7/8/2012,High,28,4332.3,0.08,Delivery Truck,2066.12,200.97,15.59,570,Yukon,The Northern Territories,Home Office,Technology,Office Machines,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,Jumbo Drum,7/10/2012,,Ed Braxton,Type - N,
239,1946,13923,7/8/2012,High,27,6152.8,0.04,Delivery Truck,554.55,225.02,28.66,570,Yukon,The Northern Territories,Home Office,Office Supplies,Storage & Organization,Tennsco Double-Tier Lockers,Jumbo Drum,7/10/2012,,Ed Braxton,Type - N,
240,1945,13923,7/8/2012,High,49,1220.23,0.0,Regular Air,172.62,22.84,11.54,570,Yukon,The Northern Territories,Home Office,Office Supplies,Paper,Xerox 1964,Small Box,7/9/2012,,Ed Braxton,Type - N,
241,1944,13923,7/8/2012,High,39,220.09,0.04,Regular Air,-1795.74,4.48,49.0,570,Yukon,The Northern Territories,Home Office,Office Supplies,Appliances,Hoover Portapower Portable Vacuum,Large Box,7/10/2012,,Ed Braxton,Type - N,
242,2096,14981,10/26/2010,Medium,8,154.21,0.03,Delivery Truck,-160.39,15.23,27.75,570,Yukon,The Northern Territories,Home Office,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box,10/28/2010,,Ed Braxton,Type - N,
243,2095,14981,10/26/2010,Medium,8,279.77,0.07,Regular Air,-14.02,34.76,8.22,570,Yukon,The Northern Territories,Home Office,Office Supplies,Storage & Organization,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Small Box,10/27/2010,,Ed Braxton,Type - N,
244,2647,19143,11/4/2012,High,3,2421.02,0.07,Delivery Truck,-1943.17,810.98,16.06,570,Yukon,The Northern Territories,Home Office,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum,11/5/2012,,Ed Braxton,Type - N,
245,2833,20450,12/7/2012,Critical,26,6878.55,0.03,Delivery Truck,506.71,259.71,66.67,570,Yukon,The Northern Territories,Home Office,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",Jumbo Box,12/10/2012,,Ed Braxton,Type - N,
246,3330,23808,2/7/2009,Low,28,2813.8485,0.08,Regular Air,377.15,125.99,7.69,570,Yukon,The Northern Territories,Consumer,Technology,Telephones and Communication,Timeport L7089,Small Box,2/9/2009,,Ed Braxton,Type - N,
247,3329,23808,2/7/2009,Low,30,630.14,0.04,Regular Air,108.0,19.98,8.68,570,Yukon,The Northern Territories,Consumer,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Small Box,2/14/2009,,Ed Braxton,Type - N,
248,3579,25507,8/5/2009,Not Specified,8,555.2,0.06,Regular Air,-267.86,64.65,35.0,570,Yukon,The Northern Territories,Home Office,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,8/6/2009,,Ed Braxton,Type - N,
249,3631,25952,9/4/2010,High,50,2864.1005,0.03,Regular Air,697.82,65.99,8.99,570,Yukon,The Northern Territories,Home Office,Technology,Telephones and Communication,i270,Small Box,9/5/2010,,Ed Braxton,Type - N,Returned
250,3922,27969,6/8/2010,Low,32,687.47,0.1,Delivery Truck,-1533.15,20.98,53.03,570,Yukon,The Northern Territories,Home Office,Office Supplies,Storage & Organization,"Tennsco Lockers, Gray",Jumbo Drum,6/13/2010,,Ed Braxton,Type - N,
251,3921,27969,6/8/2010,Low,9,732.72,0.03,Regular Air,8.6,83.1,6.13,570,Yukon,The Northern Territories,Home Office,Technology,Computer Peripherals,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",Small Box,6/12/2010,,Ed Braxton,Type - N,
252,3920,27969,6/8/2010,Low,43,5677.87,0.04,Delivery Truck,-824.09,130.98,54.74,570,Yukon,The Northern Territories,Home Office,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",Jumbo Box,6/15/2010,,Ed Braxton,Type - N,
253,5279,37543,12/31/2011,Medium,6,241.85,0.01,Regular Air,-4.5,36.55,13.89,570,Yukon,The Northern Territories,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Wrap Bag,1/1/2012,,Ed Braxton,Type - N,
254,5522,39139,11/13/2010,Not Specified,31,6118.38,0.09,Regular Air,2042.58,209.84,21.21,570,Yukon,The Northern Territories,Home Office,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box,11/15/2010,,Ed Braxton,Type - N,
255,5521,39139,11/13/2010,Not Specified,50,3000.88,0.01,Delivery Truck,-719.17,58.14,36.61,570,Yukon,The Northern Territories,Home Office,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,11/15/2010,,Ed Braxton,Type - N,
256,5520,39139,11/13/2010,Not Specified,6,627.453,0.07,Regular Air,-408.25,125.99,8.08,570,Yukon,The Northern Territories,Home Office,Technology,Telephones and Communication,M3682,Small Box,11/13/2010,,Ed Braxton,Type - N,
257,5938,42115,2/18/2012,Critical,19,540.56,0.02,Regular Air,-93.46,28.28,13.99,570,Yukon,The Northern Territories,Home Office,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,2/19/2012,,Ed Braxton,Type - N,
258,5937,42115,2/18/2012,Critical,21,673.92,0.01,Regular Air,224.71,31.78,1.99,570,Yukon,The Northern Territories,Home Office,Technology,Computer Peripherals,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Box,2/18/2012,,Ed Braxton,Type - N,
259,6136,43459,11/7/2011,Critical,26,13905.88,0.05,Regular Air,6441.18,574.74,24.49,570,Yukon,The Northern Territories,Consumer,Technology,Office Machines,Polycom ViaVideo Desktop Video Communications Unit,Large Box,11/8/2011,,Ed Braxton,Type - N,
260,6618,47079,12/16/2011,Critical,34,1069.85,0.07,Delivery Truck,-1179.39,31.76,45.51,570,Manitoba,The Prarie Provinces,Home Office,Furniture,Tables,Hon iLevel Computer Training Table,Jumbo Box,12/18/2011,Sam,Ed Braxton,Type - N,Returned
261,6884,49062,4/11/2012,Low,33,103.32,0.0,Regular Air,-25.68,2.98,2.03,570,Manitoba,The Prarie Provinces,Home Office,Office Supplies,Pens & Art Supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Wrap Bag,4/18/2012,Sam,Ed Braxton,Type - N,
262,6973,49828,8/30/2011,Medium,39,272.39,0.03,Express Air,-91.48,6.48,6.6,570,Manitoba,The Prarie Provinces,Consumer,Office Supplies,Paper,Xerox 21,Small Box,8/31/2011,Sam,Ed Braxton,Type - N,
263,7800,55808,2/14/2011,Not Specified,45,837.3860000000001,0.03,Regular Air,104.33,20.99,4.81,570,Manitoba,The Prarie Provinces,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,2/16/2011,Sam,Ed Braxton,Type - N,Returned
264,7799,55808,2/14/2011,Not Specified,6,830.28,0.0,Delivery Truck,-382.98,122.99,70.2,570,Manitoba,The Prarie Provinces,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,2/16/2011,Sam,Ed Braxton,Type - N,Returned
265,7854,56161,4/14/2012,High,38,1504.22,0.02,Express Air,118.97,39.99,10.25,570,Manitoba,The Prarie Provinces,Home Office,Technology,Computer Peripherals,Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Small Box,4/16/2012,Sam,Ed Braxton,Type - N,
266,8051,57477,9/26/2010,High,45,3086.5115,0.08,Regular Air,1560.96,85.99,2.5,570,Manitoba,The Prarie Provinces,Home Office,Technology,Telephones and Communication,Accessory12,Small Box,9/27/2010,Sam,Ed Braxton,Type - N,
267,8050,57477,9/26/2010,High,50,745.48,0.02,Regular Air,119.12,14.56,3.5,570,Manitoba,The Prarie Provinces,Home Office,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box,9/28/2010,Sam,Ed Braxton,Type - N,
268,8394,59969,1/11/2012,High,16,275.01,0.0,Regular Air,-87.11,15.7,11.25,570,Manitoba,The Prarie Provinces,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,1/12/2012,Sam,Ed Braxton,Type - N,
269,8393,59969,1/11/2012,High,42,437.73,0.01,Regular Air,205.7,9.9,1.39,570,Manitoba,The Prarie Provinces,Home Office,Office Supplies,Envelopes,#6 3/4 Gummed Flap White Envelopes,Small Box,1/13/2012,Sam,Ed Braxton,Type - N,
270,176,1154,2/14/2012,Critical,11,663.784,0.25,Regular Air,-481.04,71.37,69.0,12,Nunavut,The Northern Territories,Home Office,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Large Box,2/16/2012,,Sylvia Foulston,Type - N,
271,175,1154,2/14/2012,Critical,44,4462.23,0.04,Delivery Truck,440.72,100.98,26.22,12,Nunavut,The Northern Territories,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,2/16/2012,,Sylvia Foulston,Type - N,
272,177,1154,2/14/2012,Critical,23,115.1,0.02,Regular Air,53.13,4.91,0.5,331,Quebec,Central Canada,Home Office,Office Supplies,Labels,Avery 493,Small Box,2/16/2012,Doug,Thea Hendricks,Type - S,
273,178,1154,2/14/2012,Critical,7,516.65,0.01,Express Air,57.1,70.97,3.5,331,Newfoundland,The Atlantic Provinces,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,2/15/2012,Erin,Thea Hendricks,Type - S,
274,1154,8391,8/28/2011,High,4,1266.72,0.04,Delivery Truck,-268.36,300.98,64.73,12,Nunavut,The Northern Territories,Corporate,Furniture,Chairs & Chairmats,"Global Leather and Oak Executive Chair, Black",Jumbo Drum,8/29/2011,,Sylvia Foulston,Type - N,
275,1258,9126,11/17/2009,Medium,47,2799.7,0.04,Regular Air,884.08,62.05,3.99,12,Northwest Territories,The Northern Territories,Corporate,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",Small Box,11/18/2009,,Sylvia Foulston,Type - N,
276,1727,12419,10/15/2011,Critical,12,22079.47,0.06,Regular Air,5322.14,1938.02,13.99,12,Northwest Territories,The Northern Territories,Corporate,Technology,Office Machines,Polycom ViewStation Adapter H323 Videoconferencing Unit,Medium Box,10/17/2011,,Sylvia Foulston,Type - N,
277,2483,18080,6/22/2009,High,7,1211.98,0.1,Delivery Truck,-80.83,180.98,26.2,12,Northwest Territories,The Northern Territories,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,6/23/2009,,Sylvia Foulston,Type - N,
278,3479,24743,6/28/2012,Low,26,3758.77,0.0,Regular Air,753.61,140.81,24.49,12,Northwest Territories,The Northern Territories,Corporate,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,7/3/2012,,Sylvia Foulston,Type - N,
279,3478,24743,6/28/2012,Low,47,9633.59,0.06,Delivery Truck,176.67,216.6,64.2,12,Northwest Territories,The Northern Territories,Corporate,Furniture,Chairs & Chairmats,Hon Multipurpose Stacking Arm Chairs,Jumbo Drum,7/5/2012,,Sylvia Foulston,Type - N,
280,3711,26499,2/21/2010,Medium,11,32.4,0.05,Regular Air,8.78,2.88,0.5,12,Northwest Territories,The Northern Territories,Corporate,Office Supplies,Labels,Avery 507,Small Box,2/22/2010,,Sylvia Foulston,Type - N,
281,3722,26567,9/4/2009,Critical,48,6109.816999999999,0.04,Regular Air,1374.95,155.99,8.08,12,Northwest Territories,The Northern Territories,Corporate,Technology,Telephones and Communication,300 Series Non-Flip,Small Box,9/5/2009,,Sylvia Foulston,Type - N,
282,3721,26567,9/4/2009,Critical,22,338.52,0.21,Regular Air,-17.75,14.98,8.99,12,Northwest Territories,The Northern Territories,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Box,9/5/2009,,Sylvia Foulston,Type - N,
283,3720,26567,9/4/2009,Critical,10,90.06,0.09,Express Air,-100.51,8.46,8.99,12,Northwest Territories,The Northern Territories,Corporate,Technology,Computer Peripherals,"Imation 3.5 IBM Diskettes, 10/Box",Small Box,9/7/2009,,Sylvia Foulston,Type - N,
284,3719,26567,9/4/2009,Critical,8,50.7,0.08,Regular Air,-44.07,5.4,7.78,12,Northwest Territories,The Northern Territories,Corporate,Office Supplies,Binders and Binder Accessories,3M Organizer Strips,Small Box,9/4/2009,,Sylvia Foulston,Type - N,
285,4460,31781,1/16/2009,Medium,41,78.49,0.03,Regular Air,5.53,1.81,0.75,12,Northwest Territories,The Northern Territories,Corporate,Office Supplies,Rubber Bands,Assorted Color Push Pins,Wrap Bag,1/17/2009,,Sylvia Foulston,Type - N,
286,4459,31781,1/16/2009,Medium,46,249.02,0.1,Regular Air,-282.61,5.81,8.49,12,Northwest Territories,The Northern Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,1/17/2009,,Sylvia Foulston,Type - N,
287,7087,50565,8/30/2012,High,43,683.46,0.09,Regular Air,-138.82,16.98,12.39,12,Northwest Territories,The Northern Territories,Corporate,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,Small Box,8/30/2012,,Sylvia Foulston,Type - N,
288,8024,57344,9/24/2010,High,47,1060.0605,0.1,Regular Air,-71.03,28.99,8.59,12,Northwest Territories,The Northern Territories,Corporate,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,9/26/2010,,Sylvia Foulston,Type - N,
289,5427,38564,11/2/2009,Critical,37,9517.6,0.09,Delivery Truck,-1262.44,280.98,57.0,12,Quebec,Central Canada,Home Office,Furniture,Chairs & Chairmats,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,Jumbo Drum,11/5/2009,Doug,Sylvia Foulston,Type - N,
290,5429,38564,11/2/2009,Critical,21,98.51,0.1,Express Air,45.93,4.13,0.5,514,Ontario,Central Canada,Home Office,Office Supplies,Labels,Avery 506,Small Box,11/4/2009,Doug,Vivek Grady,Type - Y,
291,5428,38564,11/2/2009,Critical,31,904.93,0.08,Regular Air,-53.4,30.97,4.0,514,Ontario,Central Canada,Home Office,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box,11/3/2009,Doug,Vivek Grady,Type - Y,
292,5706,40356,12/19/2009,Not Specified,48,201.98,0.05,Express Air,-245.67,4.06,6.89,12,Quebec,Central Canada,Corporate,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Small Box,12/21/2009,Doug,Sylvia Foulston,Type - N,
293,6691,47617,12/8/2009,Not Specified,17,5001.29,0.09,Regular Air,1680.92,304.99,19.99,12,Quebec,Central Canada,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,12/9/2009,Doug,Sylvia Foulston,Type - N,
294,5108,36390,10/12/2012,High,3,329.63,0.05,Regular Air,-541.33,125.99,8.99,12,Nova Scotia,The Atlantic Provinces,Corporate,Technology,Telephones and Communication,M70,Small Box,10/14/2012,Erin,Sylvia Foulston,Type - N,
295,5898,41825,8/22/2009,Critical,50,7817.45,0.03,Delivery Truck,-1303.6,150.89,60.2,12,Nova Scotia,The Atlantic Provinces,Consumer,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum,8/22/2009,Erin,Sylvia Foulston,Type - N,
296,5897,41825,8/22/2009,Critical,43,3277.39,0.02,Regular Air,286.01,73.98,4.0,556,New Brunswick,The Atlantic Provinces,Consumer,Technology,Computer Peripherals,Keytronic 105-Key Spanish Keyboard,Small Box,8/23/2009,Erin,Patrick Gardner,Type - R,
297,8159,58340,1/8/2011,Medium,36,1936.3,0.03,Regular Air,278.12,50.98,13.66,12,Prince Edward Island,The Atlantic Provinces,Corporate,Office Supplies,Appliances,Eureka The Boss® Cordless Rechargeable Stick Vac,Small Box,1/9/2011,Erin,Sylvia Foulston,Type - N,
298,8290,59207,5/18/2009,Critical,42,9502.735999999999,0.02,Delivery Truck,-945.56,280.98,81.98,12,Prince Edward Island,The Atlantic Provinces,Corporate,Furniture,Tables,Global Adaptabilities Conference Tables,Jumbo Box,5/18/2009,Erin,Sylvia Foulston,Type - N,
299,8289,59207,5/18/2009,Critical,3,10.12,0.09,Regular Air,-4.07,2.98,1.58,676,Saskachewan,The Prarie Provinces,Corporate,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag,5/19/2009,Sam,Roy Collins,Type - S,
